Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
LA PAMPA,Rancul,La Maruja,42126030,- 0,150,- 0,- 0,- 0,1,- 0,- 0,151,
LA PAMPA,Rancul,Parera,42126040,- 0,- 0,- 0,408,- 0,1,- 0,258,667,
LA PAMPA,Rancul,Quetrequén,42126060,- 0,- 0,- 0,1,- 0,1,- 0,142,144,
LA PAMPA,Rancul,Rancul,42126070,- 0,- 0,- 0,158,- 0,2,- 0,677,837,
LA PAMPA,Rancul,Pichi Huinca,42126050,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
LA PAMPA,Realicó,Adolfo Van Praet,42133010,- 0,6,- 0,- 0,- 0,1,- 0,20,27,
LA PAMPA,Realicó,Alta Italia,42133020,- 0,- 0,- 0,- 0,- 0,1,- 0,577,578,
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,- 0,- 0,- 0,2,- 0,- 0,- 0,100,102,
LA PAMPA,Realicó,Embajador Martini,42133040,17,- 0,- 0,7,- 0,1,- 0,531,556,
LA PAMPA,Realicó,Falucho,42133050,- 0,- 0,- 0,- 0,- 0,1,- 0,74,75,
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,- 0,- 0,- 0,240,- 0,2,- 0,1.418,1.660,
LA PAMPA,Realicó,Ojeda,42133070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
LA PAMPA,Realicó,Realicó,42133080,177,- 0,1,1.527,- 0,1,- 0,1.398,3.104,
LA PAMPA,Toay,Toay,42140020,230,4.977,- 0,458,- 0,1,- 0,259,5.925,
LA PAMPA,Trenel,Arata,42147010,- 0,- 0,- 0,1,- 0,1,- 0,256,258,
LA PAMPA,Trenel,Metileo,42147020,- 0,- 0,- 0,- 0,- 0,1,- 0,60,61,
LA PAMPA,Trenel,Trenel,42147030,89,652,- 0,- 0,- 0,2,- 0,274,1.017,
LA PAMPA,Utracán,Ataliva Roca,42154010,- 0,- 0,- 0,2,- 0,1,- 0,289,292,
LA PAMPA,Utracán,Chacharramendi,42154020,- 0,- 0,- 0,- 0,- 0,2,- 0,85,87,
LA PAMPA,Utracán,Colonia Santa María,42154030,- 0,- 0,1,1,- 0,- 0,- 0,145,147,
LA PAMPA,Utracán,General Acha,42154040,566,2.915,- 0,970,- 0,2,- 0,333,4.786,
LA PAMPA,Utracán,Quehué,42154050,- 0,- 0,- 0,1,- 0,1,- 0,242,244,
LA PAMPA,Utracán,Unanué,42154060,- 0,- 0,- 0,1,- 0,- 0,- 0,56,57,
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,- 0,- 0,- 0,1,- 0,1,- 0,- 0,2,
LA RIOJA,Arauco,Aimogasta,46007010,109,2.031,- 0,4,- 0,1,- 0,87,2.232,
LA RIOJA,Arauco,Estación Mazán,46007040,- 0,- 0,- 0,- 0,- 0,1,- 0,14,15,
LA RIOJA,Arauco,Villa Mazán,46007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,156,156,
LA RIOJA,Arauco,Machigasta,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
LA RIOJA,Capital,La Rioja,46014010,6.228,38.550,4,9.373,6,3,- 0,1.223,55.387,
LA RIOJA,Castro Barros,Anillaco,46021020,- 0,453,- 0,1,- 0,1,- 0,- 0,455,
LA RIOJA,Castro Barros,Los Molinos,46021050,- 0,49,- 0,- 0,- 0,- 0,- 0,4,53,
LA RIOJA,Castro Barros,San Pedro,46021070,- 0,28,- 0,- 0,- 0,- 0,- 0,45,73,
LA RIOJA,Castro Barros,Aminga,46021010,- 0,158,- 0,1,- 0,- 0,- 0,17,176,
LA RIOJA,Castro Barros,Anjullón,46021030,- 0,44,- 0,1,- 0,- 0,- 0,64,109,
LA RIOJA,Castro Barros,Chuquis,46021040,- 0,39,- 0,- 0,- 0,- 0,- 0,- 0,39,
LA RIOJA,Castro Barros,Pinchas,46021060,- 0,49,- 0,- 0,- 0,- 0,- 0,1,50,
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
LA RIOJA,Chamical,Chamical,46035010,266,2.963,- 0,8,- 0,1,- 0,9,3.247,
LA RIOJA,Chilecito,Chilecito,46042010,2.283,6.230,- 0,119,- 0,- 0,- 0,96,8.728,
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
LA RIOJA,Chilecito,Los Sarmientos,Sin datos,- 0,157,- 0,- 0,- 0,- 0,- 0,- 0,157,
LA RIOJA,Chilecito,Nonogasta,46042090,98,824,- 0,1,- 0,1,- 0,6,930,
LA RIOJA,Chilecito,San Miguel,Sin datos,- 0,60,- 0,- 0,- 0,- 0,- 0,5,65,
LA RIOJA,Chilecito,San Nicolás,46042100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
LA RIOJA,Chilecito,Vichigasta,46042140,62,- 0,- 0,1,- 0,1,- 0,103,167,
LA RIOJA,Chilecito,Colonia Anguinán,46042020,- 0,161,- 0,1,- 0,- 0,- 0,69,231,
LA RIOJA,Chilecito,Guanchín,46042060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
LA RIOJA,Chilecito,Malligasta,46042070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,185,185,
LA RIOJA,Chilecito,Santa Florentina,46042110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
LA RIOJA,Chilecito,Sañogasta,46042120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,219,219,
LA RIOJA,Chilecito,Tilimuqui,46042130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
LA RIOJA,Chilecito,La Puntilla,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1,379,- 0,2,- 0,1,- 0,- 0,383,
LA RIOJA,Coronel Felipe Varela,Santa Clara,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,41,41,
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,- 0,1.122,- 0,3,- 0,1,- 0,258,1.384,
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47,
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107,
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,- 0,- 0,- 0,1,- 0,- 0,- 0,126,127,
LA RIOJA,Famatina,Famatina,46049070,1,202,- 0,2,- 0,- 0,- 0,5,210,
LA RIOJA,Famatina,Angulos,46049020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,6,6,
LA RIOJA,Famatina,Campanas,46049050,- 0,- 0,- 0,1,- 0,- 0,- 0,161,162,
LA RIOJA,Famatina,Chañarmuyo,46049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
LA RIOJA,Famatina,La Cuadra,46049080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
LA RIOJA,Famatina,Pituil,46049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,153,153,
LA RIOJA,Famatina,Santa Cruz,46049110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,9,- 0,- 0,1,- 0,- 0,- 0,149,159,
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,- 0,- 0,- 0,1,- 0,- 0,- 0,93,94,
LA RIOJA,General Belgrano,Chañar,46063020,9,- 0,- 0,1,- 0,- 0,- 0,90,100,
LA RIOJA,General Belgrano,Loma Blanca,46063030,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
LA RIOJA,General Belgrano,Olta,46063040,- 0,1.069,- 0,1,- 0,1,- 0,6,1.077,
LA RIOJA,General Belgrano,Castro Barros,46063010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,- 0,299,- 0,- 0,- 0,1,- 0,- 0,300,
LA RIOJA,General Ocampo,Ambil,46084010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
LA RIOJA,General Ocampo,Milagro,46084030,- 0,813,- 0,1,- 0,- 0,- 0,- 0,814,
LA RIOJA,General San Martín,Ulapes,46091010,- 0,691,- 0,2,- 0,- 0,- 0,1,694,
LA RIOJA,Independencia,Amaná,46105010,1,- 0,- 0,- 0,- 0,- 0,- 0,1,2,
LA RIOJA,Independencia,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
LA RIOJA,Independencia,Patquía,46105020,32,- 0,- 0,1,- 0,- 0,- 0,279,312,
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,4,2.312,- 0,3,1,1,- 0,373,2.694,
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,116,116,
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,- 0,543,- 0,5,- 0,1,- 0,5,554,
LA RIOJA,San Blas de los Sauces,Los Robles,Sin datos,- 0,1,- 0,3,- 0,1,- 0,102,107,
LA RIOJA,San Blas de los Sauces,Alpasinche,Sin datos,- 0,- 0,- 0,2,- 0,- 0,- 0,49,51,
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,156,156,
LA RIOJA,San Blas de los Sauces,Andolucas,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
LA RIOJA,San Blas de los Sauces,Chaupihuasi,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
LA RIOJA,San Blas de los Sauces,Cuipan,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,50,50,
LA RIOJA,San Blas de los Sauces,Las Talas,Sin datos,- 0,1,- 0,- 0,- 0,- 0,- 0,42,43,
LA RIOJA,San Blas de los Sauces,San Blas,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,48,48,
LA RIOJA,San Blas de los Sauces,Shaqui,Sin datos,- 0,- 0,- 0,1,- 0,- 0,- 0,73,74,
LA RIOJA,San Blas de los Sauces,Suriyaco,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
LA RIOJA,San Blas de los Sauces,Tuyubil,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33,
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,- 0,- 0,- 0,1,- 0,- 0,- 0,347,348,
LA RIOJA,General Juan F. Quiroga,Nácate,46070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78,
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,- 0,- 0,- 0,1,- 0,- 0,- 0,227,228,
LA RIOJA,General Lamadrid,Villa Castelli,46077010,- 0,- 0,- 0,1,- 0,- 0,- 0,255,256,
LA RIOJA,Vinchina,Jagüé,46098010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,- 0,- 0,- 0,2,- 0,- 0,- 0,431,433,
MENDOZA,Capital,Mendoza,50007010,8.692,64.800,186,29.203,27,14,- 0,2.057,104.979,
MENDOZA,General Alvear,Bowen,50014010,- 0,64,1,- 0,- 0,1,- 0,91,157,
MENDOZA,General Alvear,General Alvear,50014030,945,3.812,1,2.226,411,- 0,- 0,3.408,10.803,
MENDOZA,General Alvear,Carmensa,50014020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,79,79,
MENDOZA,Godoy Cruz,Godoy Cruz,50021010,5.751,405,93,24.119,11,2,- 0,1.014,31.395,
MENDOZA,Godoy Cruz,Gobernador Benegas,Sin datos,- 0,- 0,- 0,695,- 0,- 0,- 0,- 0,695,
MENDOZA,Godoy Cruz,Las Tortugas,Sin datos,- 0,- 0,- 0,981,- 0,- 0,- 0,- 0,981,
MENDOZA,Godoy Cruz,San Francisco Del Monte,Sin datos,- 0,- 0,- 0,393,- 0,- 0,- 0,- 0,393,
MENDOZA,Godoy Cruz,Villa Hipodromo,Sin datos,- 0,- 0,- 0,30,- 0,- 0,- 0,- 0,30,
MENDOZA,Guaymallén,Bermejo,Sin datos,- 0,- 0,- 0,155,- 0,- 0,- 0,- 0,155,
MENDOZA,Guaymallén,Colonia Segovia,50028010,- 0,- 0,- 0,6,- 0,- 0,- 0,142,148,
MENDOZA,Guaymallén,Guaymallén,50028020,6.741,- 0,89,23.583,17,- 0,- 0,1.536,31.966,
MENDOZA,Guaymallén,La Primavera,50028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
MENDOZA,Guaymallén,Los Corralitos,50028040,143,- 0,2,- 0,- 0,1,- 0,49,195,
MENDOZA,Guaymallén,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,150,150,
MENDOZA,Guaymallén,Puente de Hierro,50028050,1.538,- 0,3,1,- 0,- 0,- 0,116,1.658,
MENDOZA,Guaymallén,San Jose,Sin datos,- 0,- 0,- 0,174,- 0,- 0,- 0,- 0,174,
MENDOZA,Guaymallén,Dorrego,Sin datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
MENDOZA,Guaymallén,Rodeo De La Cruz,Sin datos,- 0,- 0,- 0,328,- 0,1,- 0,- 0,329,
MENDOZA,Guaymallén,San Francisco Del Monte,Sin datos,- 0,- 0,- 0,338,- 0,- 0,- 0,- 0,338,
MENDOZA,Guaymallén,Buena Nueva,Sin datos,- 0,- 0,- 0,306,- 0,1,- 0,- 0,307,
MENDOZA,Guaymallén,Capilla Del Rosario,Sin datos,- 0,- 0,- 0,384,- 0,- 0,- 0,- 0,384,
MENDOZA,Guaymallén,El Sauce,Sin datos,- 0,- 0,- 0,14,- 0,- 0,- 0,- 0,14,
MENDOZA,Guaymallén,Jesus Nazareno,Sin datos,- 0,- 0,- 0,405,- 0,- 0,- 0,- 0,405,
MENDOZA,Guaymallén,Las Cañas,Sin datos,- 0,- 0,- 0,246,- 0,- 0,- 0,- 0,246,
MENDOZA,Guaymallén,Pedro Molina,Sin datos,- 0,- 0,- 0,148,- 0,- 0,- 0,- 0,148,
MENDOZA,Junín,Ingeniero Giagnoni,50035010,4.033,- 0,52,256,- 0,- 0,- 0,66,4.407,
MENDOZA,Junín,Junín,50035020,386,- 0,5,962,- 0,- 0,- 0,215,1.568,
MENDOZA,Junín,La Colonia,50035030,- 0,- 0,- 0,541,- 0,1,- 0,201,743,
MENDOZA,Junín,Los Barriales,50035040,980,- 0,2,- 0,- 0,- 0,- 0,175,1.157,
MENDOZA,Junín,Medrano,50035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,774,774,
MENDOZA,Junín,OTROS,Sin datos,- 0,- 0,- 0,30,- 0,- 0,- 0,- 0,30,
MENDOZA,Junín,Phillips,50035060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
MENDOZA,Junín,Rodríguez Peña,50035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,48,48,
MENDOZA,La Paz,La Paz,50042020,396,- 0,- 0,3,2,- 0,- 0,- 0,401,
MENDOZA,Las Heras,Las Heras,50049050,3.061,- 0,32,10.889,11,6,- 0,722,14.721,
MENDOZA,Las Heras,Papagayos,Sin datos,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
MENDOZA,Las Heras,Uspallata,50049110,1.669,- 0,2,2,- 0,- 0,- 0,- 0,1.673,
MENDOZA,Las Heras,El Challao,Sin datos,- 0,- 0,- 0,226,- 0,- 0,- 0,- 0,226,
MENDOZA,Las Heras,El Plumerillo,Sin datos,- 0,- 0,- 0,62,- 0,- 0,- 0,- 0,62,
MENDOZA,Las Heras,El Resguardo,Sin datos,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
MENDOZA,Las Heras,El Zapallar,Sin datos,- 0,- 0,- 0,157,- 0,- 0,- 0,- 0,157,
MENDOZA,Las Heras,Panquehua,Sin datos,- 0,- 0,- 0,4,- 0,- 0,- 0,- 0,4,
MENDOZA,Las Heras,Puente del Inca,50049090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
MENDOZA,Las Heras,El Borbollon,Sin datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
MENDOZA,Lavalle,3 de Mayo,50056150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,21,21,
MENDOZA,Lavalle,Barrio Los Olivos,50056070,254,- 0,- 0,- 0,- 0,- 0,- 0,- 0,254,
MENDOZA,Lavalle,Costa de Araujo,50056080,- 0,- 0,- 0,2,29,- 0,- 0,125,156,
MENDOZA,Lavalle,El Vergel,50056100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,22,22,
MENDOZA,Lavalle,Ingeniero Gustavo André,50056110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,26,26,
MENDOZA,Lavalle,Jocolí,50056120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
MENDOZA,Lavalle,Jocolí Viejo,50056130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,25,25,
MENDOZA,Lavalle,Villa Tulumaya,50056160,- 0,- 0,- 0,107,1,- 0,- 0,271,379,
MENDOZA,Luján de Cuyo,Agrelo,50063010,2,- 0,- 0,564,- 0,- 0,- 0,67,633,
MENDOZA,Luján de Cuyo,Cacheuta,50063030,18,- 0,- 0,- 0,- 0,- 0,- 0,31,49,
MENDOZA,Luján de Cuyo,Las Compuertas,50063070,1.438,- 0,7,1,- 0,- 0,- 0,42,1.488,
MENDOZA,Luján de Cuyo,Luján de Cuyo,50063090,3.126,- 0,30,4.136,6,1,- 0,1.829,9.128,
MENDOZA,Luján de Cuyo,Perdriel,50063100,172,- 0,4,152,- 0,- 0,- 0,58,386,
MENDOZA,Luján de Cuyo,Potrerillos,50063110,- 0,- 0,- 0,2,- 0,4,- 0,32,38,
MENDOZA,Luján de Cuyo,Ugarteche,50063120,- 0,- 0,- 0,123,- 0,- 0,- 0,127,250,
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,50063020,- 0,- 0,- 0,77,- 0,- 0,- 0,15,92,
MENDOZA,Luján de Cuyo,Carrodilla,Sin datos,- 0,- 0,- 0,687,- 0,- 0,- 0,18,705,
MENDOZA,Luján de Cuyo,Chacras De Coria,Sin datos,- 0,- 0,- 0,907,- 0,- 0,- 0,24,931,
MENDOZA,Luján de Cuyo,Costa Flores,50063040,- 0,- 0,- 0,133,- 0,- 0,- 0,17,150,
MENDOZA,Luján de Cuyo,El Carrizal,50063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
MENDOZA,Luján de Cuyo,El Salto,50063060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
MENDOZA,Luján de Cuyo,Las Vegas,50063080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
MENDOZA,Luján de Cuyo,Mayor Drummond,Sin datos,- 0,- 0,- 0,309,- 0,- 0,- 0,17,326,
MENDOZA,Luján de Cuyo,Vistalba,Sin datos,- 0,- 0,- 0,278,- 0,- 0,- 0,27,305,
MENDOZA,Luján de Cuyo,La Puntilla,Sin datos,- 0,- 0,- 0,111,- 0,- 0,- 0,2,113,
MENDOZA,Maipú,Barrancas,50070010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,31,31,
MENDOZA,Maipú,Cruz de Piedra,50070030,- 0,- 0,- 0,59,- 0,- 0,- 0,12,71,
MENDOZA,Maipú,Fray Luis Beltrán,50070050,362,1,4,2,- 0,- 0,- 0,66,435,
MENDOZA,Maipú,Maipú,50070060,1.519,- 0,15,4.315,6,- 0,- 0,1.356,7.211,
MENDOZA,Maipú,Rodeo del Medio,50070070,414,- 0,1,1,- 0,- 0,- 0,348,764,
MENDOZA,Maipú,Russell,50070080,1.427,- 0,15,3.435,- 0,- 0,- 0,- 0,4.877,
MENDOZA,Maipú,San Roque,50070090,704,- 0,8,2.785,- 0,- 0,- 0,104,3.601,
MENDOZA,Maipú,Barrio Jesús de Nazaret,50070020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33,
MENDOZA,Maipú,El Pedregal,50070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,31,31,
MENDOZA,Maipú,Villa Teresa,50070100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38,
MENDOZA,Maipú,Coquimbito,Sin datos,- 0,- 0,- 0,4,- 0,- 0,- 0,- 0,4,
MENDOZA,Maipú,General Gutierrez,Sin datos,- 0,- 0,- 0,63,- 0,- 0,- 0,- 0,63,
MENDOZA,Maipú,Luzuriaga,Sin datos,- 0,- 0,- 0,358,- 0,- 0,- 0,- 0,358,
MENDOZA,Malargüe,Las Leñas,50077030,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
MENDOZA,Malargüe,Malargüe,50077040,- 0,1.613,4,6,2,3,- 0,29,1.657,
MENDOZA,Malargüe,OTROS,Sin datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
MENDOZA,Malargüe,Agua Escondida,50077010,- 0,- 0,- 0,1,- 0,2,- 0,- 0,3,
MENDOZA,OTROS,OTROS,Sin datos,- 0,- 0,- 0,- 0,7,- 0,- 0,- 0,7,
MENDOZA,Rivadavia,Andrade,50084010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,50084020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
MENDOZA,Rivadavia,Barrio Rivadavia,50084030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,63,63,
MENDOZA,Rivadavia,El Mirador,50084040,- 0,- 0,- 0,1,- 0,- 0,- 0,66,67,
MENDOZA,Rivadavia,La Central,50084050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,98,98,
MENDOZA,Rivadavia,La Esperanza,50084060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33,
MENDOZA,Rivadavia,La Florida,50084070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,96,96,
MENDOZA,Rivadavia,La Libertad,50084080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60,
MENDOZA,Rivadavia,Los Árboles,50084090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
MENDOZA,Rivadavia,Los Campamentos,50084100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,81,81,
MENDOZA,Rivadavia,Medrano,50084110,- 0,- 0,1,- 0,- 0,- 0,- 0,3,4,
MENDOZA,Rivadavia,Mundo Nuevo,50084120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
MENDOZA,Rivadavia,Reducción de Abajo,50084130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61,
MENDOZA,Rivadavia,Rivadavia,50084140,917,- 0,8,2.893,- 0,2,- 0,903,4.723,
MENDOZA,Rivadavia,Santa María de Oro,50084150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
MENDOZA,San Carlos,Chilecito,50091020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,65,65,
MENDOZA,San Carlos,Eugenio Bustos,50091030,65,- 0,- 0,- 0,- 0,- 0,- 0,408,473,
MENDOZA,San Carlos,La Consulta,50091040,175,- 0,- 0,- 0,- 0,1,- 0,570,746,
MENDOZA,San Carlos,San Carlos,50091060,- 0,167,- 0,- 0,- 0,- 0,- 0,156,323,
MENDOZA,San Carlos,Pareditas,50091050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,33,33,
MENDOZA,San Martín,Alto Salvador,Sin datos,- 0,- 0,- 0,34,- 0,- 0,- 0,19,53,
MENDOZA,San Martín,Alto Verde,50098020,- 0,- 0,- 0,63,- 0,- 0,- 0,88,151,
MENDOZA,San Martín,Chapanay,50098060,- 0,- 0,1,7,- 0,- 0,- 0,32,40,
MENDOZA,San Martín,El Ramblón,50098077,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107,
MENDOZA,San Martín,Montecaseros,50098080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,94,94,
MENDOZA,San Martín,Nueva California,50098090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47,
MENDOZA,San Martín,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,94,94,
MENDOZA,San Martín,Palmira,Sin datos,- 0,- 0,- 0,515,- 0,- 0,- 0,19,534,
MENDOZA,San Martín,San Martín,50098100,3,- 0,- 0,2.813,- 0,- 0,- 0,894,3.710,
MENDOZA,San Martín,Tres Porteñas,50098110,- 0,- 0,- 0,3,- 0,- 0,- 0,209,212,
MENDOZA,San Martín,El Espino,50098073,- 0,- 0,- 0,- 0,- 0,- 0,- 0,59,59,
MENDOZA,San Rafael,25 de Mayo,50105220,- 0,79,1,- 0,- 0,- 0,- 0,14,94,
MENDOZA,San Rafael,Cuadro Benegas,50105060,37,- 0,2,1.333,- 0,1,- 0,418,1.791,
MENDOZA,San Rafael,El Nihuil,50105070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,89,89,
MENDOZA,San Rafael,El Sosneado,50105080,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
MENDOZA,San Rafael,Goudge,50105100,- 0,1,- 0,- 0,1,- 0,- 0,177,179,
MENDOZA,San Rafael,San Rafael,50105210,3.297,1.753,215,14,4,- 0,- 0,1.235,6.518,
MENDOZA,San Rafael,Punta del Agua,50105170,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
MENDOZA,San Rafael,Las Malvinas,50105130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54,
MENDOZA,San Rafael,Monte Comán,50105150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,431,431,
MENDOZA,San Rafael,Rama Caída,50105180,- 0,- 0,- 0,- 0,- 0,- 0,- 0,459,459,
MENDOZA,San Rafael,Real del Padre,50105190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,670,670,
MENDOZA,San Rafael,Salto de Las Rosas,50105200,- 0,- 0,1,- 0,- 0,- 0,- 0,365,366,
MENDOZA,San Rafael,Villa Atuel,50105230,- 0,- 0,- 0,- 0,- 0,- 0,- 0,351,351,
MENDOZA,San Rafael,Jaime Prats,50105110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,94,94,
MENDOZA,San Rafael,Capitán Montoya,50105050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
MENDOZA,San Rafael,Barrio Empleados de Comercio,50105030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
MENDOZA,Santa Rosa,Barrio 12 de Octubre,50112010,- 0,- 0,- 0,3,- 0,- 0,- 0,- 0,3,
MENDOZA,Santa Rosa,La Dormida,50112040,- 0,- 0,- 0,1,- 0,- 0,- 0,396,397,
MENDOZA,Santa Rosa,Las Catitas,50112050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,287,287,
MENDOZA,Santa Rosa,Santa Rosa,50112060,- 0,- 0,- 0,- 0,4,- 0,- 0,153,157,
MENDOZA,Tunuyán,Los Sauces,50119050,- 0,20,- 0,1,- 0,- 0,- 0,- 0,21,
MENDOZA,Tunuyán,Tunuyán,50119060,617,1.375,1,6,7,- 0,- 0,17,2.023,
MENDOZA,Tunuyán,Vista Flores,50119070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,265,265,
MENDOZA,Tunuyán,Campo Los Andes,50119020,- 0,55,- 0,- 0,- 0,- 0,- 0,- 0,55,
